,sex,weight,height,BMI,left_leg_length,right_leg_length,crouch,stride,speed,push_timing,push_direction,actual_stride,actual_speed,maximal_detour_distance,push_force_normalized,maximal_detour_step,detour_first_step,push_start,push_mid,push_end,push_duration,push_force_not_normalized,push_force_norm_height,push_force_norm_leglength,First Rocker Time,Second Rocker Time,Third Rocker Time,First Rocker %,Second Rocker %,Third Rocker %,swing_foot_ang_heel,mocap_data_name
Subject21,2,71.9,164.7,26.50584732,88.5,87,2,1,1,1,1,669.5718,546.7338,446.7773,568.6029,3,58.3088,27.7992,41.6988,57.1429,0.1583,40.88254851,0.248224338,0.461949701,0.0208,0.4688,0.1625,3.2012,71.8499,24.949,8.9053,set3_no11_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,3,1,1,1,1,710.3704,529.6597,303.312,631.2235,3,98.1524,34.1085,48.062,63.5659,0.1583,45.38496965,0.275561443,0.512824516,0.0042,0.5028,0.1292,0.6276,79.0929,20.2795,3.8942,set3_no13_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,3,1,1,1,1,701.2276,547.015,320.2334,702.0051,3,62.767,35,51.6667,68.3333,0.1667,50.47416669,0.306461243,0.570329567,0.0042,0.4694,0.1361,0.6452,76.7429,22.6118,4.6748,set3_no13_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,2,2,1,1,813.7648,571.2938,413.3954,710.2323,1,206.9759,25.8065,43.871,61.9355,0.2333,45.66793689,0.271832958,0.516021886,0.0729,0.5667,0.2417,8.2828,64.2475,27.4697,18.7061,set4_no1_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,2,2,1,1,952.004,731.1117,575.4422,749.3256,2,295.5331,38.75,52.5,66.25,0.1833,48.18163608,0.286795453,0.544425266,0.075,0.5313,0.2813,8.334,59.5634,32.1026,21.3016,set4_no1_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,1,1,1342.9808,1211.1456,597.3377,600.6593,2,257.5162,28.2528,44.6097,62.4535,0.1917,38.62239299,0.229895196,0.43641122,0.0278,0.3333,0.2417,4.5947,55.3114,40.0939,25.8831,set4_no2_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,1,1,1347.7168,1272.2285,597.6698,573.197,2,216.6306,11.7216,27.8388,45.4212,0.1917,36.8565671,0.219384328,0.416458385,0.0417,0.3458,0.2729,6.0783,52.2842,41.6375,25.8436,set4_no2_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,2,2,1313.0264,1186.3473,513.7449,718.6134,2,311.1575,13.0435,28.9855,46.3768,0.1917,46.20684162,0.275040724,0.522111205,0.0528,0.4222,0.2278,7.0427,59.906,33.0513,25.7127,set4_no3_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,2,2,1312.988,1148.4055,501.3003,578.1957,2,241.3398,31.0204,48.9796,68.5714,0.1917,37.17798351,0.221297521,0.420090209,0.0194,0.325,0.2417,3.2875,55.3339,41.3786,26.3992,set4_no3_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,2,1,1,1,969.4344,882.6222,550.6096,696.3821,2,243.6562,34.3234,51.4851,69.967,0.225,44.77736903,0.266531959,0.505958972,0.0563,0.5375,0.2167,6.8037,66.5711,26.6252,21.9406,set4_no4_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,2,1,1,1,816.022,739.2081,569.4622,490.0487,2,78.3255,20.915,37.9085,56.2092,0.225,31.51013141,0.187560306,0.356046683,0.0444,0.4917,0.2583,5.3226,61.8765,32.8009,21.8974,set4_no4_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,2,1,1,1246.889,865.9322,561.6435,683.0897,1,337.4886,25.5072,37.1014,49.8551,0.175,43.92266771,0.261444451,0.49630133,0.0417,0.5417,0.2729,4.477,63.5355,31.9875,25.653,set4_no5_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,2,1,1,1137.2966,831.5427,504.8498,622.5835,1,274.4455,33.1288,46.6258,61.3497,0.1917,40.03211905,0.238286423,0.452340328,0.0333,0.4979,0.2563,4.1639,63.6586,32.1775,26.5727,set4_no5_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,1,2,1388.049,1241.0075,595.2093,589.1425,2,347.8804,26.4706,44.1176,61.7647,0.2,37.88186275,0.225487278,0.428043647,0.0417,0.325,0.2896,6.0031,50.2022,43.7947,26.4158,set4_no6_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,1,2,1400.3398,1254.6586,492.6435,731.8162,2,272.1372,34.7107,52.8926,71.0744,0.1833,47.05578166,0.280093938,0.531703748,0.0278,0.3361,0.2528,4.4815,54.537,40.9815,26.8242,set4_no6_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,2,1,1332.301,1245.1895,549.5474,719.7914,2,336.2638,1.4652,16.1172,32.2344,0.175,46.28258702,0.275491589,0.522967085,0.025,0.3889,0.2306,3.829,59.9903,36.1807,26.5739,set4_no7_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,0,1,1,2,1,1318.3966,1181.4277,587.5967,656.9001,2,330.8567,-3.6735,8.6022,25.8065,0.2,42.23867643,0.251420693,0.47727318,0.0389,0.3833,0.25,5.6345,56.9522,37.4133,27.1447,set4_no7_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,1,1,1,1,1,942.002,836.6895,460.2076,489.2013,2,110.5463,38.1625,53.7102,69.258,0.1833,31.45564359,0.187235974,0.355431001,0.0521,0.4708,0.1938,7.2361,65.6473,27.1166,16.1176,set4_no8_1a.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,1,1,1,1,1,1035.7602,947.7374,373.6935,453.1738,2,110.5318,34.5324,48.9209,64.7482,0.175,29.13907534,0.173446877,0.329255089,0.0521,0.4292,0.225,7.3183,60.4093,32.2724,16.7612,set4_no8_2a.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,1,1,1,1,2,1086.7004,1007.9565,473.8446,590.8642,2,241.5193,24.3902,43.9024,63.4146,0.2,37.99256806,0.226146238,0.429294554,0.0556,0.375,0.2528,8.1309,54.9822,36.8869,18.0205,set4_no9_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,1,1,1,1,2,1005.722,928.0036,512.8932,501.6334,2,257.9356,24.7273,42.1818,61.0909,0.2083,32.25502762,0.191994212,0.364463589,0.0479,0.4167,0.2375,6.8604,59.4787,33.6608,17.7272,set4_no9_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,2,1,1,1,1,1057.546,932.2329,230.4895,605.0657,1,133.3403,22.1402,38.3764,54.6125,0.1833,38.90572451,0.231581694,0.439612706,0.0563,0.4354,0.2188,7.9287,61.1746,30.8967,16.1219,set4_no11_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,2,1,1,1,1,1040.6674,913.691,338.1329,458.598,2,113.3211,19.3309,35.6877,53.5316,0.1917,29.4878514,0.175522925,0.333196061,0.0563,0.4313,0.2063,8.1165,62.1732,29.7104,16.4886,set4_no11_2.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,3,1,1,1,1,927.2538,782.2703,294.6489,623.3955,2,112.1142,36.1011,50.5415,64.9819,0.1667,40.08433065,0.238597206,0.45293029,0.0333,0.3917,0.2667,4.7844,56.3748,38.8408,12.8769,set4_no13_1.TRC
Subject24,1,64.3,168,22.78202948,88.5,89,3,1,1,1,1,844.8468,719.1318,487.4848,504.2971,2,120.2021,29.1971,43.7956,59.854,0.175,32.42630353,0.193013711,0.36639891,0.0313,0.3729,0.275,4.5491,54.5114,40.9395,12.724,set4_no13_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,2,1,1,1,924.2872,800.8529,398.5586,443.1447,1,236.6371,12.9555,35.6275,58.2996,0.2333,32.21661969,0.174995218,0.3321301,0.0433,0.4183,0.215,6.4699,61.5359,31.9942,11.3046,set5_no1_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,2,1,1,1,932.0878,839.2065,307.057,460.9687,2,113.8478,22.49,40.1606,59.4378,0.1917,33.51242449,0.18203381,0.345488912,0.0444,0.3694,0.2486,6.6141,55.1718,38.214,15.3826,set5_no1_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,2,1,1,1056.4024,673.6166,267.7014,577.9275,1,126.4149,33.9869,47.0588,60.1307,0.1667,42.01532925,0.228220148,0.433147724,0.0688,0.4938,0.2708,8.271,59.2261,32.5029,16.407,set5_no2_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,2,1,1,1165.973,955.9104,175.7521,443.1291,1,84.3655,32.9218,49.3827,65.8436,0.1667,32.21548557,0.174989058,0.332118408,0.0611,0.4139,0.2778,8.0761,55.0628,36.8611,20.2531,set5_no2_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,1,2,1432.9298,1414.5706,362.9727,608.5435,1,227.351,22.3108,39.8406,57.3705,0.1833,44.24111245,0.240310225,0.456093943,0.0438,0.3125,0.2625,7.0162,50.6484,42.3354,17.8155,set5_no3_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,1,2,1383.609,1338.1568,233.7618,447.8428,1,149.8015,32.1285,49.7992,69.0763,0.1917,32.55817156,0.17685047,0.335651253,0.0361,0.3194,0.2639,5.6071,51.5175,42.8754,19.702,set5_no3_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,2,2,1392.213,1317.3655,387.9659,471.8873,1,305.5607,-13.1034,11.8081,28.0443,0.1833,34.30620671,0.186345501,0.353672234,0.0361,0.4167,0.2361,5.3926,60.0825,34.5249,17.6546,set5_no4_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,2,2,1421.2966,1368.0153,271.3312,599.7702,1,196.8618,-12.4088,12.3552,30.888,0.1917,43.60329354,0.236845701,0.44951849,0.0389,0.3444,0.2583,6.069,53.8381,40.0929,18.737,set5_no4_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,2,1,1400.6968,1409.6963,246.4683,438.2551,1,178.6877,-11.7871,4.5455,21.2121,0.1833,31.86114577,0.173064344,0.32846542,0.0417,0.3583,0.2556,6.0021,54.0527,39.9452,18.3991,set5_no5_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,2,1,1361.2824,1334.7397,252.2872,483.492,1,162.4701,-19.7232,7.7821,24.9027,0.1833,35.1498684,0.190928128,0.362369777,0.0306,0.3528,0.2361,4.9265,56.7387,38.3348,18.8211,set5_no5_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,1,1,1386.023,1352.6595,239.4746,491.0987,1,143.8437,24.7104,40.1544,57.1429,0.175,35.70287549,0.193931969,0.368070881,0.0292,0.3521,0.2188,4.7198,58.475,36.8053,19.2234,set5_no6_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,1,1,1,1,1337.6664,1323.4373,245.2686,449.3294,1,154.637,19.3548,35.4839,53.2258,0.175,32.66624738,0.17743752,0.336765437,0.0354,0.3063,0.2521,5.9288,51.4302,42.641,19.187,set5_no6_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,2,2,1,1,890.7252,645.0484,292.8255,567.2213,1,163.2755,20.6687,36.4742,53.4954,0.225,41.23698851,0.223992333,0.425123593,0.0517,0.6083,0.2667,5.6106,65.5971,28.7923,12.4574,set5_no7_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,0,2,2,1,1,1048.5602,901.1257,261.6158,562.9712,1,154.1117,42.9448,53.9877,66.2577,0.1583,40.92800624,0.222313994,0.421938209,0.0611,0.6181,0.2444,6.5595,66.8101,26.6303,13.6713,set5_no7_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,1,1,1,1,1,891.306,693.5174,206.2988,623.2108,1,123.627,48.7805,65.0407,82.9268,0.175,45.30742516,0.246102255,0.467086857,0.0042,0.4292,0.201,0.6715,67.2757,32.0527,1.7205,set5_no8_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,1,1,1,1,1,926.2034,775.0405,247.8971,506.004,1,136.3877,34.8548,49.7925,64.7303,0.15,36.7864908,0.199817984,0.379242173,0.0069,0.4069,0.2139,1.1066,64.0919,34.8015,2.2089,set5_no8_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,1,1,1,1,2,1067.1388,926.4262,393.9104,529.9429,1,246.6588,30.3797,50.6329,70.8861,0.2,38.52684883,0.209271314,0.397184009,0.0067,0.3233,0.2433,1.1491,56.102,42.7489,3.7616,set5_no9_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,1,1,1,1,2,1108.2384,984.7518,262.4384,536.2156,1,215.9872,31.7181,49.3392,68.7225,0.175,38.98287412,0.211748366,0.4018853,0.0069,0.35,0.2111,1.2239,61.256,37.5201,4.3784,set5_no9_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,2,1,1,1,1,968.1278,815.9918,227.5616,498.9443,1,158.87,37.6068,51.2821,66.6667,0.1417,36.27325061,0.19703015,0.373951037,0.0017,0.2883,0.2833,0.2667,49.9842,49.7491,1.4953,set5_no11_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,2,1,1,1,1,962.7102,844.1049,150.7829,576.4595,1,66.2511,27.9476,45.4148,64.6288,0.175,41.90860565,0.227640444,0.432047481,0.0083,0.3375,0.2306,1.4545,57.8598,40.6857,4.0494,set5_no11_2.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,3,1,1,1,1,810.2358,685.9466,162.3493,510.6478,1,78.154,34.3348,49.7854,66.9528,0.1583,37.12409506,0.201651793,0.382722629,0.0111,0.3222,0.2472,1.9142,54.3684,43.7174,6.8094,set5_no13_1.TRC
Subject25,1,72.7,184.1,21.44997715,97,96.5,3,1,1,1,1,825.778,748.3256,169.7239,478.0802,1,85.1595,20.6897,37.931,56.8966,0.175,34.75643054,0.18879104,0.358313717,0.0139,0.3611,0.2042,2.3816,61.6967,35.9218,6.6337,set5_no13_2.TRC
